,,,,,,,,Python,Java,JavaScript,C,Ruby,Shell,C++,C#,.NET,HTML,NodeJS,AngularJS,SDK,GIT,SCM,Kubernetes,Serverless,IaaC,Microservices,Docker,Ensemble,Safe,Puppet,CICD,Lambda,SQS,SQL,NoSQL,DynamoDB,AWS,GCP,Azure,ELK,EKS,NIST,CIS,ISO 27001,GDPR,CIS v7,CEH,CISSP,CISA,CISM,CompTIA Security+
67,"Business Unit Security Analyst (Analyst II, IM Security)",Xerox Technology Services India LLP,5,10,NA,NA,"Cism,PCI DSS,Cyber Security,cyber security compliance,business offerings,Cissp,security maintenance,cyber security requirements",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0
68,Cyber Security Analyst,Gradient Cyber,2,7,NA,NA,"Security Analysis,LDAP,Python,IT Skills,Artificial Intelligence,Tableau,Cyber Security,Active Directory",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,Senior Cyber Security Analyst,Thinkwright Learning Services Private Limited,8,13,NA,NA,"VMware Vsphere,Qradar",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Cloud Security Specialist,HDFC Bank Limited,11,18,NA,NA,"IT Skills,Java,Software Development,Testing,Cloud,DevOps,AWS,Azure",0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
71,Network Security Researcher / Malware Analyst,Mindtree Limited,2,5,NA,NA,"IT Skills,Azure,Cyber Security,Networking,SOC,Network Security,Information Security,Threat Analysis",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72,Cyber Security Analyst,SPRP,8,13,NA,NA,"Security Analysis,Cyber Security,hacker,vulnerabilities,Vulnerability,ethical hacking",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Cyber Security Engineer,Hubbell Incorporated,5,8,NA,NA,"IT services,Computer science,Business process,Change management,VPN,Network security,Business intelligence,Troubleshooting",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
74,Job | Opportunity For Cyber Security  - Bajaj Finance Limited,Bajaj Finance Limited,3,6,3,8,"Cyber Security,OWASP,CEH,API,Red Teaming,ECSA,Microservices",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
75,Mgr -  Application Security (  Static Code Analysis ),Pylon Management Consulting Pvt Ltd,10,14,NA,NA,"HP fortify,static code analysis,Static Source Code Analysis,SAST,Code Review,Cyber security,using Hp-Fortify SCA,SQL",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76,Lead- Cyber Security ( Manager / Sr. Manager),Spark Minda,12,17,NA,NA,"Cism,Cyber Security,Vapt",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,IT Security Architect,OSB India Private Limited,8,13,20,25,"Cyber Security,Arcsight,Log Analysis,Application Security,Infrastructure Security,Penetration Testing,SOC,OWASP",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Cyber security contract Analyst,Spectrum Talent Management,3,7,NA,NA,"Computer science,PMP,Contract management,Technical writing,Staffing,Information security,Risk assessment,Risk management",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
79,Lead  Cyber Security - Bajaj Finance Limited,Bajaj Finance Limited,6,10,NA,NA,"Security Testing,Cyber Security,Penetration Testing,CEH,OWASP,Pen Testing,CISSP,Vulnerability Assessment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
80,HCL Technologies is hiring For Cyber Security professionals- Noida,HCL Technologies,14,18,NA,NA,"Cism,PCI DSS,Cyber Security,Cisa,SOC,ISO 27001,Information Security,Cissp",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0
81,Excellent Opportunity For Security Engineer Role with Fiserv (Thane),Fiserv,8,12,NA,NA,"iso 27001,compliance,pci dss,it security,fraud security,cyber security,key management life cycle,information security",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
82,Manager - Information Security (Cyber Security),Phenom Placement Consultancy,8,12,NA,NA,"Cism,Cisa,cyber security,data loss prevention,Information security,Consulting,Practice Management,Management",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
83,"LEAD ENGINEER - Cyber Security, MFA, SSO - PUNE - 5 To 10 yrs",GSN Consulting,5,10,14,24,"RSA,Cyber Security,Enterprise SSO,SITEMINDER,Risk Based Authentication,Multi - Factor Authentication,Authentication,PING",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84,Cyber Security - Engineer II,FICO,5,10,NA,NA,"Unix,Change management,Linux,Information security,Active directory,Incident management,Windows,Troubleshooting",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85,Cyber Security Analyst,Aon Consulting Private Limited,4,9,NA,NA,"Incident Response,Security Analysis,Cyber Security,OSCP,Information Security,SIEM,Routing,IP Networking",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
86,Cyber Security Lead,Arco Lab Private Limited,8,12,NA,NA,"Security Analysis,ISMS,Cyber Security,IT Risk Management,Compliance,IRCA,Network Security,Information Security",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
87,Cyber security (perimeter Security),Spectrum Consultants India Pvt Ltd.,8,13,NA,NA,"Change management,VPN,Technical writing,Information security,Analytical,Remote infrastructure management,Network security,Incident management",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
88,Online Faculty For Networking Technologies/Network Security,LINC Education,5,10,NA,NA,"college,digital forensics,Networking Technology,education,data analysis,cyber security,network security,university",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,HCL Technologies || Cyber Security || Chennai || 10-12 years,Hcl Technologies Limited,10,13,NA,NA,"Cyber Security,Cisa,CISSP,cyber attack,CRISC,CISM",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0
90,Mgr -  Application Security (  Static Code Analysis ),Pylon Management Consulting Pvt Ltd,10,14,NA,NA,"HP fortify,static code analysis,Static Source Code Analysis,SAST,Code Review,Cyber security,using Hp-Fortify SCA,SQL",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91,Cyber security (perimeter Security),Spectrum Consultants India Pvt Ltd.,5,10,NA,NA,"Change management,cloud security,cyber security,VPN,Information security,Remote infrastructure management,Network security,Incident management",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
92,AVP - Cyber Security Solutions sales,Scouters Pvt Ltd.,8,13,NA,NA,"Cism,Solution sales,PCI DSS,Costing,cloud security,cyber security,Information security,SOC",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
93,Cyber Security Specialist,Harpreet Kaur Bhatti,5,8,50,60,"Azure,Powershell,Python,IT Skills,Azure",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
94,Executive - Inside Sales - Cyber Security Solutions,Serving Skill,4,5,NA,NA,"IT Skills,Cloud,Digital Marketing,Upselling,Lead Generation,Selling,Cyber Security,Sales",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Cyber Security Manager,Scouters Pvt Ltd.,10,15,NA,NA,"Security audit,PCI DSS,ISMS,cyber security,Information security,Analytical,SOC,ISO 27001",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
96,SW Engineer BG Cyber Security,Nokia Solutions and Networks India (P)Ltd.,4,7,NA,NA,"Cloud computing,Automation,Linux,Information security,Configuration management,Windows,Open source,Information technology",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,AD - Cloud Security Architect ( with Cyber Security ),Pylon Management Consulting Pvt Ltd,14,18,NA,NA,"IT Skills,Cloud,Azure,vulnerability scanning,endpoint security,secure development,network security,cloud security architect",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
98,Sr. Security Specialist - DAR Encryption,Cognizant Technology Solutions India Ltd,6,9,NA,NA,"IT Skills,Oracle,MS SQL,DB Vault,Identity Access Management,Cyber Security,HSM,Vormetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Immediate openings For information security audit -CEH,SAIS Staffing Solutions Pvt Ltd,0,2,0.5,2,"PCI DSS,Cyber Security,Bsc,Penetration Testing,Ceh,ISO 27001,Information Security,Vulnerability Assessment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100,Sales Mgr/Territory Mgr/Account Mgr (Cyber Security Software),SSJ Solutions,10,13,NA,NA,"Cyber Security,Software Sales,Corporate Sales",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Manager/ Assistant Manager IT Systems and Assurance (Cyber Security),RSM,3,6,NA,NA,"Assurance,Linux,Testing tools,Information security,Consulting,Performance testing,Open source,Risk management",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
102,Senior Azure Engineer  Architect - Cyber Security,2Coms Consulting Pvt Ltd.,10,19,16,27.5,"Azure,Cyber Security,Networking,McAfee,IPS,Technical Architecture,Firewall,Application Security",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
103,Hiring For Incident Response(Cyber security) Hyderabad,Sahasya Global Solutions Pvt Ltd.,3,6,NA,NA,"Incident Response,EDR,Cyber Security,Information Security,SIEM,WAF",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,Delivery Manager - Cyber Security,Mindgensolutions,13,20,NA,NA,"IT Skills,Testing,Cyber Security,IT Risk Management,Information Security,IT Security,Delivery Management",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
105,Information Security Analyst ( SOC ),Glan Management Consultancy,1,3,NA,NA,"Cyber security, Security Analyst, Networking, information security analyst, CISA, SOC, CEH,CSIRT",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
106,Presales Consultant ( Cyber Security ),Waterleaf Consultants Pvt. Ltd.,7,12,NA,NA,"IT Skills,Java,Python,Product Management,AWS,Azure,Unix,TCP",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
107,Analyst II - IM Security,Xerox Technology Services India LLP,3,8,NA,NA,"Email Security,Incident Response,Cyber Security,Networking,Finance,Network Security,Information Security,Nist",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
108,Head - Sales - Cyber Security Solutions,Alloys Consulting Private Limited,12,20,NA,NA,"IT Services Sales,Sales,IT Security Solutions,IT Product Sales,B2B Sales,IT Sales Head,IT Sales,Solutions Sales",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Inside Sales Executive - IT / Software / Cyber Security,Nagas Consultant,2,4,3.5,4.75,"IT Skills,Cloud,Digital Marketing,Upsell,Cyber Security,Cross Selling,Inside Sales,Digital Marketing",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Cyber Security,Visa Inc,6,11,NA,NA,"C++,Automation,Networking,XML,Shell scripting,Perl,Windows,Open source",1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
111,Head - IT Security (Diversity Hiring),Flex-i Partners,15,18,NA,NA,"cyber security,Information Security,Data Security,IT Security",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
112,Information Security Analyst,GLAN MANAGEMENT CONSULTANCY,1,3,NA,NA,"endpoint security,Cisa,cyber security,Enterprise architecture,SOC,Network security,Information technology,Security analysis",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
113,Senior Security Engineer - Cloudformation/cyber Security,Vipany Management Consulting,7,12,NA,NA,"Ethical Hacking,Amazon EC2,Cloud Security,Cyber Security,Terraform,DevSecOps,CloudFormation,Security Architect",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
114,JVP / AVP - Information Security,Morpheus Consulting,12,15,NA,NA,"risk compliance,it management,cyber security,jvp,documentation,implementation,information security,avp",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
115,HCL Technologies is hiring For Cyber Security Professionals  (Noida),Hcl Technologies Limited,14,18,NA,NA,"Cyber Security,ISO 27001,Cissp,CRISC,Risk Management,CISM",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0
116,Security Consultant - Consultant,Netrika,0,3,NA,NA,"Analytical skills,Network configuration,ISO,cyber security,OWASP,Network security,Nessus,NMAP",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
117,Expeditors Developer II/III - Cybersecurity,Expeditors,3,8,NA,NA,"Unix,Maven,Tomcat,Supply chain management,Linux,Coding,Eclipse,Windows",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Director of Engineering ( Product Management & Cyber Security),NETENRICH TECHNOLOGIES PVT LTD,15,20,NA,NA,"Product Development,Product Management,Cyber Security,SOC,PAAS,Product Roadmap,SIEM,IAAS",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Network Security Consultant - Cyber Security/ITIL Certified,Yo HR Consultancy,5,8,NA,NA,"Cyber Security,VPN,Endpoint Detection & Response,Network Security,Security,ITIL,PCI-DSS,WAF",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
120,Security Engineer - Cyber Security,Maersk,5,10,NA,NA,"DEVSECOPS,Cyber Security,Security Engineering,IT Skills,Java,Python,Software Development,Azure",1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0
121,Scrum Master - Cyber Security,Maersk,5,10,NA,NA,"Azure,Cyber Security,Scrum Master,IT Skills,Machine Learning,Agile Methodology,Cyber security principles,Technical Delivery",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Principal Consultant - Cyber Security,Yo HR Consultancy,7,10,NA,NA,"Project Manager - Security,Cyber Security,ISO,VPN,Endpoint Detection & Response,Network Security,Security,ITIL",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
123,Information Security Lead L3 ( SOC LEAD L3 ),Metmox,8,10,NA,NA,"IT Skills,Cloud,Cyber Security,SOC,Information Security,SIEM,Threat Intelligence,Vulnerability Management",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
124,Head - Technical & Delivery - Cyber Security Solutions Domain,Alloys Consulting Private Limited,15,20,NA,NA,"IT Skills,Cloud,Solution Integration,Cyber Security,IT Head,Security Architect,Security Head,Security",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Information Security Lead L3 ( SOC LEAD L3 ),Metmox,8,10,NA,NA,"IT Skills,Cloud,Cyber Security,SOC,Information Security,SIEM,Threat Intelligence,Vulnerability Management",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
126,Analyst II - IM Security,Xerox Technology Services India LLP,3,8,NA,NA,"Email Security,Incident Response,Cyber Security,Networking,Finance,Network Security,Information Security,Nist",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
127,Analyst II - IM Security,Xerox Technology Services India LLP,2,7,NA,NA,"Incident Response,Intrusion Detection,Cyber Security,Finance,Network Security,Information Security,SIEM,Qradar",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
128,Cyber Security Engineer,Herbalife Int India Pvt Ltd,3,5,NA,NA,"IT Skills,Testing,Cloud,Cyber Security,Networking,Ceh,NMAP,Nessus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
129,"Vedainfo Payrolls| Cyber Security Architect - Bangalore, Quick Joiners",SK VedaInfo Universal Technologies Pvt. Ltd.,5,10,NA,NA,"IT Skills,Software Development,Security and Operation,Cyber Security,Network Security,Security Architect,operations security architect",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Subject Matter Expert & Cyber Security Lead,NXP Semiconductors India Pvt Ltd,10,15,NA,NA,"Unix,Linux,Access management,Project management,Agile,Oracle,Virtualization,Automotive",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
131,Cyber Security Developer,Indian School of Ethical Hacking,3,7,NA,NA,"Security audit,cyber security,Coding,Infrastructure,Cryptography,SSL,Vulnerability assessment,Penetration testing",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"Sr. Analyst, IM Security (Principal Security Architect)",Xerox Technology Services India LLP,12,20,NA,NA,"IT Skills,Cloud,AWS,Azure,Cloud Security,Cyber Security,Application Security,Security Engineering",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
133,Pre Sales - Cyber Security Manager / Product Specialist,Ingenius Technologies Pvt Ltd,2,5,NA,NA,"data security,Information security,SOC,Analytical,Network security,Risk management,RFP,IPS",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Business manager(Cloud/Network security/Cyber security Solution Sales),Inspirisys Solutions Limited,3,8,NA,NA,"cloud solutions,cloud sales,network security sales,IT Skills,Cloud,public cloud,cloud services,enterprise sales",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
135,Excellent Job Opportunity For Team Lead - Cyber Security,ArisGlobal Software Pvt. Ltd.,7,12,NA,NA,"UDP,TCP,RDS,Cloud Security,Cyber Security,Networking,Compliance,DNS",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Cyber Security Engineer - Information Security/network Protocols,Beatroot HR Services Pvt Ltd,5,7,NA,NA,"Cyber Security,Forensic Technology,Network Protocols,TCP / IP,Information Security,SIEM,Cyber Security Engineer,Ticketing System",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Program Manager - Cyber Security - Cloud eLearning/EdTech,Simply People,4,7,NA,NA,"academic operations,Cyber Security,Program Manager,program management,Education Operations,eLearning",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Solution Architect (Network / Cyber Security),RAH InfoTech (P) Ltd.,10,15,NA,NA,"IT Skills,Cloud,Cyber Security,Networking,Sales Operations,Network Security,VAPT,Information Security",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
139,Senior Auditor - Information & Cyber Security - ISO,Gudah Consultants,6,10,NA,NA,"IT Audit,Project Manager - Security,Cyber Security,ISO,Information Security,Security",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
140,Senior Manager -  IT(Information & Security),Corporate Search and Placements Private Limited,6,8,NA,NA,"Security audit,cyber security,Internet security,Information security,Analytical,Consulting,Disaster recovery,ISO 27001",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
141,Senior Security Architect,Eurofins It Solutions India Pvt Ltd,9,14,NA,NA,"Cloud Security,Cyber Security,Vulnerability Management,IT Skills,Project Management,Salesforce,Azure,BPO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
142,Executive - Inside Sales - Cyber Security Solutions,Serving Skill,4,5,NA,NA,"IT Skills,Cloud,Digital Marketing,Upselling,Lead Generation,Selling,Cyber Security,Sales",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Cyber Security,Diverse Lynx India Pvt. Ltd,2,7,NA,NA,"Computer science,Patch management,Change management,cyber security,VPN,Event management,Incident management,Troubleshooting",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Cyber Security Specialist,Career Nest HRC,2,3,NA,NA,"Report generation,cyber security,Access management,External audit,Information security,Security systems,Disaster recovery,IT infrastructure",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Cyber Security Trainer,Emerging India Group,2,6,NA,NA,"Wireless,Network design,Version control,Coding,MIS,Network security,Incident management,Application development",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
